FechaHora,X,Y,Z
24/05/2002 00:00:00.032000,5355965.896547906,17081433.910800178,20052845.851552837
24/05/2002 00:00:30.032000,5284542.856810242,17061563.509202402,20088697.664162733
24/05/2002 00:01:00.032000,5212960.75435974,17041772.53801159,20124178.444006752
24/05/2002 00:01:30.032000,5141220.918267146,17022061.96158739,20159287.53642372
24/05/2002 00:02:00.032000,5069324.683896367,17002432.737147093,20194024.293368015
24/05/2002 00:02:30.032000,4997273.3928570505,16982885.814725913,20228388.0734202
24/05/2002 00:03:00.032000,4925068.392957643,16963422.137137435,20262378.24179753
24/05/2002 00:03:30.032000,4852711.038158177,16944042.639934387,20295994.170364376
24/05/2002 00:04:00.032000,4780202.688522153,16924748.25136984,20329235.237642586
24/05/2002 00:04:30.032000,4707544.710169123,16905539.89235853,20362100.828821726
24/05/2002 00:05:00.032000,4634738.47522608,16886418.476438653,20394590.33576925
24/05/2002 00:05:30.032000,4561785.361779357,16867384.909733865,20426703.157040525
24/05/2002 00:06:00.032000,4488686.753826097,16848440.09091559,20458438.69788887
24/05/2002 00:06:30.032000,4415444.041225077,16829584.91116574,20489796.370275397
24/05/2002 00:07:00.032000,4342058.619647839,16810820.254139658,20520775.592878785
24/05/2002 00:07:30.032000,4268531.890529476,16792146.995929338,20551375.791105084
24/05/2002 00:08:00.032000,4194865.261018794,16773566.005027115,20581596.397097204
24/05/2002 00:08:30.000000,4121060.1439287094,16755078.142289547,20611436.84974449
24/05/2002 00:09:00.000000,4047117.9576864727,16736684.260901576,20640896.594692163
24/05/2002 00:09:30.000000,3973040.1262829904,16718385.206341194,20669975.084350638
24/05/2002 00:10:00.000000,3898828.0792227318,16700181.816344254,20698671.77790474
24/05/2002 00:10:30.000000,3824483.2514730305,16682074.920869622,20726986.141322944
24/05/2002 00:11:00.000000,3750007.083413046,16664065.342064824,20754917.64736631
24/05/2002 00:11:30.000000,3675401.020782922,16646153.894231737,20782465.77559758
24/05/2002 00:12:00.000000,3600666.5146323266,16628341.383792883,20809630.01238992
24/05/2002 00:12:30.000000,3525805.0212687934,16610628.609257884,20836409.850935843
24/05/2002 00:13:00.000000,3450818.0022065057,16593016.361190239,20862804.791255794
24/05/2002 00:13:30.000000,3375706.924113727,16575505.42217457,20888814.340206806
24/05/2002 00:14:00.000000,3300473.2587610446,16558096.566784069,20914438.01149097
24/05/2002 00:14:30.000000,3225118.4829692077,16540790.56154828,20939675.32566387
24/05/2002 00:15:00.000000,3149644.0785559826,16523588.164921341,20964525.810142912
24/05/2002 00:15:30.000000,3074051.5322839106,16506490.127250422,20988988.999215543
24/05/2002 00:16:00.000000,2998342.335807347,16489497.190744521,21013064.43404734
24/05/2002 00:16:30.000000,2922517.985619005,16472610.08944373,21036751.662690163
24/05/2002 00:17:00.000000,2846579.982996841,16455829.549188634,21060050.24008997
24/05/2002 00:17:30.000000,2770529.8339506695,16439156.287590196,21082959.72809478
24/05/2002 00:18:00.000000,2694369.04916809,16422591.014000004,21105479.69546238
24/05/2002 00:18:30.000000,2618099.1439608843,16406134.429480651,21127609.71786803
24/05/2002 00:19:00.000000,2541721.638210799,16389787.226776762,21149349.377911966
24/05/2002 00:19:30.000000,2465238.056315156,16373550.090286124,21170698.265126996
24/05/2002 00:20:00.000000,2388649.9271328547,16357423.696031263,21191655.975985784
24/05/2002 00:20:30.000000,2311958.7839290407,16341408.711631339,21212222.113908205
24/05/2002 00:21:00.000000,2235166.1643208372,16325505.796274463,21232396.289268512
24/05/2002 00:21:30.000000,2158273.6102222144,16309715.600690197,21252178.11940247
24/05/2002 00:22:00.000000,2081282.667788641,16294038.76712261,21271567.228614345
24/05/2002 00:22:30.000000,2004194.8873619423,16278475.929303551,21290563.24818384
24/05/2002 00:23:00.000000,1927011.8234147432,16263027.712426245,21309165.81637293
24/05/2002 00:23:30.000000,1849735.0344946806,16247694.733119423,21327374.578432534
24/05/2002 00:24:00.000000,1772366.0831687872,16232477.599421576,21345189.186609223
24/05/2002 00:24:30.000000,1694906.5359671868,16217376.910755748,21362609.30015171
24/05/2002 00:25:00.000000,1617357.9633269855,16202393.25790458,21379634.585317332
24/05/2002 00:25:30.000000,1539721.9395363734,16187527.222985748,21396264.71537835
24/05/2002 00:26:00.000000,1462000.0426773806,16172779.37942777,21412499.370628268
24/05/2002 00:26:30.000000,1384193.8545697224,16158150.291946147,21428338.238387957
24/05/2002 00:27:00.000000,1306304.960714054,16143640.516519861,21443781.013011705
24/05/2002 00:27:30.000000,1228334.950234651,16129250.60036829,21458827.395893235
24/05/2002 00:28:00.000000,1150285.4158224831,16114981.081928395,21473477.09547153
24/05/2002 00:28:30.000000,1072157.9536782254,16100832.490832342,21487729.82723665
24/05/2002 00:29:00.000000,993954.1634542606,16086805.347885476,21501585.3137354
24/05/2002 00:29:30.000000,915675.6481976219,16072900.165044622,21515043.284576904
24/05/2002 00:30:00.000000,837324.0142922825,16059117.445396785,21528103.47643813
24/05/2002 00:30:30.000000,758900.8714009004,16045457.68313821,21540765.633069277
24/05/2002 00:31:00.000000,680407.8324074764,16031921.363553828,21553029.50529903
24/05/2002 00:31:30.000000,601846.5133586846,16018508.962997023,21564894.851039834
24/05/2002 00:32:00.000000,523218.5334058829,16005220.948869808,21576361.435292944
24/05/2002 00:32:30.000000,444525.5147469394,15992057.77960334,21587429.030153476
24/05/2002 00:33:00.000000,365769.08256734506,15979019.90463886,21598097.4148153
24/05/2002 00:33:30.000000,286950.8649817415,15966107.76440895,21608366.375575848
24/05/2002 00:34:00.000000,208072.4929754901,15953321.790319161,21618235.705840867
24/05/2002 00:34:30.000000,129135.60034523543,15940662.404730067,21627705.20612902
24/05/2002 00:35:00.000000,50141.823640267416,15928130.020939648,21636774.684076406
24/05/2002 00:35:30.000000,-28907.19789654639,15915725.04316604,21645443.954441007
24/05/2002 00:36:00.000000,-108009.82238815572,15903447.866530718,21653712.839107018
24/05/2002 00:36:30.000000,-187164.40538273373,15891298.877041973,21661581.16708907
24/05/2002 00:37:00.000000,-266369.299912813,15879278.451578846,21669048.774536386
24/05/2002 00:37:30.000000,-345622.85655519716,15867386.95787539,21676115.504736807
24/05/2002 00:38:00.000000,-424923.4234903648,15855624.75450531,21682781.208120704
24/05/2002 00:38:30.000000,-504269.34656242066,15843992.190867031,21689045.7422649
24/05/2002 00:39:00.000000,-583658.9693389701,15832489.607169045,21694908.971896335
24/05/2002 00:39:30.000000,-663090.6331709085,15821117.334415782,21700370.76889576
24/05/2002 00:40:00.000000,-742562.6772527453,15809875.694393719,21705431.012301262
24/05/2002 00:40:30.000000,-822073.4386827472,15798764.999657968,21710089.588311747
24/05/2002 00:41:00.000000,-901621.2525228799,15787785.553519208,21714346.390290234
24/05/2002 00:41:30.000000,-981204.4518596445,15776937.650030976,21718201.31876718
24/05/2002 00:42:00.000000,-1060821.3678643317,15766221.573977409,21721654.281443566
24/05/2002 00:42:30.000000,-1140470.3298534022,15755637.6008613,21724705.193194006
24/05/2002 00:43:00.000000,-1220149.665349388,15745185.996892584,21727353.976069663
24/05/2002 00:43:30.000000,-1299857.700141416,15734867.01897718,21729600.559301123
24/05/2002 00:44:00.000000,-1379592.758346025,15724680.91470625,21731444.87930117
24/05/2002 00:44:30.000000,-1459353.162468246,15714627.922345798,21732886.879667405
24/05/2002 00:45:00.000000,-1539137.23346213,15704708.270826707,21733926.511184826
24/05/2002 00:45:30.000000,-1618943.2907921944,15694922.17973512,21734563.73182829
24/05/2002 00:46:00.000000,-1698769.652494391,15685269.859303243,21734798.506764855
24/05/2002 00:46:30.000000,-1778614.6352370647,15675751.510400513,21734630.808356047
24/05/2002 00:47:00.000000,-1858476.554382392,15666367.324525157,21734060.616160024
24/05/2002 00:47:30.000000,-1938353.7240477686,15657117.483796146,21733087.916933633
24/05/2002 00:48:00.000000,-2018244.4571668424,15648002.160945548,21731712.704634324
24/05/2002 00:48:30.000000,-2098147.0655512614,15639021.519311234,21729934.980422076
24/05/2002 00:49:00.000000,-2178059.859952054,15630175.71283003,21727754.752661098
24/05/2002 00:49:30.000000,-2257981.1501210225,15621464.886031203,21725172.036921512
24/05/2002 00:50:00.000000,-2337909.2448725994,15612889.174030377,21722186.855980884
24/05/2002 00:50:30.000000,-2417842.4521451537,15604448.702523837,21718799.23982568
24/05/2002 00:51:00.000000,-2497779.079063081,15596143.587783167,21715009.22565264
24/05/2002 00:51:30.000000,-2577717.43199834,15587973.93665038,21710816.857869994
24/05/2002 00:52:00.001000,-2657655.8166320315,15579939.846533392,21706222.188098624
24/05/2002 00:52:30.001000,-2737592.5380166685,15572041.405401822,21701225.2751731
24/05/2002 00:53:00.001000,-2817525.9006377626,15564278.6917833,21695826.18514265
24/05/2002 00:53:30.001000,-2897454.2084757006,15556651.774760108,21690024.991271954
24/05/2002 00:54:00.001000,-2977375.765067896,15549160.713966206,21683821.77404191
24/05/2002 00:54:30.001000,-3057288.8735706927,15541805.55958467,21677216.621150285
24/05/2002 00:55:00.001000,-3137191.8368210825,15534586.352345554,21670209.627512213
24/05/2002 00:55:30.001000,-3217082.9573992994,15527503.123524059,21662800.89526064
24/05/2002 00:56:00.001000,-3296960.537690485,15520555.894939162,21654990.533746652
24/05/2002 00:56:30.001000,-3376822.8799467143,15513744.678952705,21646778.659539726
24/05/2002 00:57:00.001000,-3456668.2863495816,15507069.478468671,21638165.396427765
24/05/2002 00:57:30.001000,-3536495.0590717173,15500530.286933118,21629150.875417236
24/05/2002 00:58:00.001000,-3616301.5003394363,15494127.088334272,21619735.23473298
24/05/2002 00:58:30.001000,-3696085.9124947307,15487859.857203165,21609918.619818084
24/05/2002 00:59:00.001000,-3775846.5980572547,15481728.55861466,21599701.18333357
24/05/2002 00:59:30.001000,-3855581.859786821,15475733.14818876,21589083.085157953
24/05/2002 01:00:00.001000,-3935290.0670343046,15469873.614815583,21578064.463426635
24/05/2002 01:00:30.001000,-4014969.384192902,15464149.81286063,21566645.5530069
24/05/2002 01:01:00.001000,-4094618.1878503226,15458561.70920145,21554826.503884446
24/05/2002 01:01:30.001000,-4174234.782352312,15453109.221659172,21542607.504800312
24/05/2002 01:02:00.001000,-4253817.472595349,15447792.258613082,21529988.751709502
24/05/2002 01:02:30.001000,-4333364.564089408,15442610.719004156,21516970.447779868
24/05/2002 01:03:00.001000,-4412874.36301977,15437564.492339408,21503552.80339107
24/05/2002 01:03:30.001000,-4492345.176309384,15432653.458696319,21489736.03613327
24/05/2002 01:04:00.001000,-4571775.311681132,15427877.488727806,21475520.370805837
24/05/2002 01:04:30.001000,-4651163.077719663,15423236.443667665,21460906.039415896
24/05/2002 01:05:00.001000,-4730506.783933827,15418730.175336163,21445893.281176746
24/05/2002 01:05:30.001000,-4809804.740818865,15414358.52614622,21430482.34250622
24/05/2002 01:06:00.001000,-4889055.259918141,15410121.329110036,21414673.477024946
24/05/2002 01:06:30.001000,-4968256.653885676,15406018.407845894,21398466.945554435
24/05/2002 01:07:00.001000,-5047407.236548041,15402049.576585492,21381863.016115118
24/05/2002 01:07:30.001000,-5126505.32296618,15398214.640181791,21364861.963924274
24/05/2002 01:08:00.001000,-5205549.229497758,15394513.39411697,21347464.07139382
24/05/2002 01:08:30.001000,-5284537.273859102,15390945.62451098,21329669.628128037
24/05/2002 01:09:00.001000,-5363467.775186763,15387511.108130565,21311478.93092116
24/05/2002 01:09:30.001000,-5442339.054100039,15384209.612398356,21292892.283754833
24/05/2002 01:10:00.001000,-5521149.432762209,15381040.895402776,21273909.997795552
24/05/2002 01:10:30.001000,-5599897.234942874,15378004.705907961,21254532.391391873
24/05/2002 01:11:00.001000,-5678580.786079544,15375100.783364316,21234759.79007163
24/05/2002 01:11:30.001000,-5757198.413339217,15372328.857919449,21214592.52653896
24/05/2002 01:12:00.001000,-5835748.445680353,15369688.650429338,21194030.940671276
24/05/2002 01:12:30.001000,-5914229.213914473,15367179.872470025,21173075.379516087
24/05/2002 01:13:00.001000,-5992639.050767454,15364802.22634978,21151726.197287746
24/05/2002 01:13:30.001000,-6070976.290941445,15362555.405121408,21129983.755364064
24/05/2002 01:14:00.001000,-6149239.271176226,15360439.092595141,21107848.42228285
24/05/2002 01:14:30.001000,-6227426.330310344,15358452.963351998,21085320.573738296
24/05/2002 01:15:00.001000,-6305535.809342985,15356596.682757225,21062400.59257726
24/05/2002 01:15:30.001000,-6383566.051494898,15354869.90697443,21039088.86879551
24/05/2002 01:16:00.001000,-6461515.402269583,15353272.282980038,21015385.799533747
24/05/2002 01:16:30.001000,-6539382.209514775,15351803.448577967,20991291.7890736
24/05/2002 01:17:00.001000,-6617164.823483188,15350463.03241499,20966807.24883349
24/05/2002 01:17:30.001000,-6694861.596893762,15349250.653996186,20941932.59736437
24/05/2002 01:18:00.001000,-6772470.884992474,15348165.92370096,20916668.26034538
24/05/2002 01:18:30.001000,-6849991.045613176,15347208.442799514,20891014.670579363
24/05/2002 01:19:00.001000,-6927420.439238482,15346377.803469451,20864972.267988283
24/05/2002 01:19:30.001000,-7004757.429060447,15345673.588813003,20838541.49960856
24/05/2002 01:20:00.001000,-7082000.38104096,15345095.37287464,20811722.819586236
24/05/2002 01:20:30.001000,-7159147.663972546,15344642.720658842,20784516.689172097
24/05/2002 01:21:00.001000,-7236197.64953873,15344315.188148504,20756923.576716613
24/05/2002 01:21:30.001000,-7313148.712374141,15344112.322323706,20728943.957664832
24/05/2002 01:22:00.001000,-7389999.230125087,15344033.661180643,20700578.314551126
24/05/2002 01:22:30.001000,-7466747.583509516,15344078.733751189,20671827.136993848
24/05/2002 01:23:00.001000,-7543392.156376992,15344247.060122829,20642690.92168982
24/05/2002 01:23:30.001000,-7619931.335768861,15344538.151458723,20613170.17240882
24/05/2002 01:24:00.001000,-7696363.511977849,15344951.510018552,20583265.39998781
24/05/2002 01:24:30.001000,-7772687.078607902,15345486.629179336,20552977.12232523
24/05/2002 01:25:00.001000,-7848900.432633983,15346142.993456934,20522305.864374988
24/05/2002 01:25:30.001000,-7925001.974461153,15346920.078527877,20491252.158140477
24/05/2002 01:26:00.001000,-8000990.107984378,15347817.351251388,20459816.54266843
24/05/2002 01:26:30.001000,-8076863.240647663,15348834.269692019,20427999.564042673
24/05/2002 01:27:00.001000,-8152619.783503101,15349970.283142626,20395801.775377728
24/05/2002 01:27:30.001000,-8228258.151270106,15351224.832147537,20363223.73681236
24/05/2002 01:28:00.001000,-8303776.762394234,15352597.348526321,20330266.015502997
24/05/2002 01:28:30.001000,-8379174.039105905,15354087.255397929,20296929.185616978
24/05/2002 01:29:00.001000,-8454448.407479301,15355693.96720492,20263213.828325752
24/05/2002 01:29:30.001000,-8529598.29749059,15357416.889738545,20229120.531797957
24/05/2002 01:30:00.001000,-8604622.143076546,15359255.420163749,20194649.891192388
24/05/2002 01:30:30.001000,-8679518.382192915,15361208.947044745,20159802.508650754
24/05/2002 01:31:00.001000,-8754285.4568721,15363276.850371182,20124578.993290525
24/05/2002 01:31:30.001000,-8828921.813281642,15365458.501584204,20088979.961197432
24/05/2002 01:32:00.001000,-8903425.90178195,15367753.263603225,20053006.03541801
24/05/2002 01:32:30.001000,-8977796.176983641,15370160.490853166,20016657.845952008
24/05/2002 01:33:00.001000,-9052031.097805733,15372679.529291619,19979936.02974454
24/05/2002 01:33:30.001000,-9126129.127532506,15375309.716436848,19942841.23067841
24/05/2002 01:34:00.001000,-9200088.733870996,15378050.381395971,19905374.099565994
24/05/2002 01:34:30.001000,-9273908.389008116,15380900.844893403,19867535.294141244
24/05/2002 01:35:00.001000,-9347586.569667697,15383860.419299824,19829325.47905145
24/05/2002 01:35:30.001000,-9421121.757166896,15386928.408661567,19790745.32584894
24/05/2002 01:36:00.002000,-9494512.437473385,15390104.108730087,19751795.512982715
24/05/2002 01:36:30.001999,-9567757.10126128,15393386.806992175,19712476.725789778
24/05/2002 01:37:00.002000,-9640854.243967904,15396775.782700192,19672789.656486604
24/05/2002 11:54:30.015999,-5844778.045710369,-17220552.52510081,19795436.138420746
24/05/2002 11:55:00.016000,-5774488.850746165,-17200160.297268134,19833831.67670751
24/05/2002 11:55:30.015999,-5704031.589310135,-17179840.654127557,19871860.878962584
24/05/2002 11:56:00.016000,-5633407.545781233,-17159594.60825837,19909523.04514758
24/05/2002 11:56:30.015999,-5562618.011148557,-17139423.165380333,19946817.481763896
24/05/2002 11:57:00.016000,-5491664.282965753,-17119327.324311875,19983743.501863964
24/05/2002 11:57:30.015999,-5420547.665306374,-17099308.076928344,20020300.42506236
24/05/2002 11:58:00.016000,-5349269.468717714,-17079366.40812086,20056487.57754692
24/05/2002 11:58:30.015999,-5277831.010174609,-17059503.295755472,20092304.292089634
24/05/2002 11:59:00.016000,-5206233.613033834,-17039719.71063227,20127749.908057578
24/05/2002 11:59:30.015999,-5134478.606987372,-17020016.616445094,20162823.771423675
24/05/2002 12:00:00.016000,-5062567.328015292,-17000394.96974162,20197525.234777376
24/05/2002 12:00:30.015999,-4990501.118339523,-16980855.719883345,20231853.657335304
24/05/2002 12:01:00.016000,-4918281.326376336,-16961399.80900622,20265808.40495171
24/05/2002 12:01:30.015999,-4845909.306688463,-16942028.171981618,20299388.85012895
24/05/2002 12:02:00.016000,-4773386.419938191,-16922741.73637721,20332594.37202778
24/05/2002 12:02:30.015999,-4700714.133521008,-16903541.43055928,20365424.326527167
24/05/2002 12:03:00.016000,-4627893.518107231,-16884428.14295109,20397878.195986677
24/05/2002 12:03:30.015999,-4554926.254414078,-16865402.80340159,20429955.28975202
24/05/2002 12:04:00.016000,-4481813.626336725,-16846466.301741097,20461655.04366957
24/05/2002 12:04:30.015999,-4408557.024309641,-16827619.52844733,20492976.87034391
24/05/2002 12:05:00.016000,-4335157.844574991,-16808863.366467856,20523920.18909814
24/05/2002 12:05:30.015999,-4261617.489133982,-16790198.691183195,20554484.425983526
24/05/2002 12:06:00.016000,-4187937.365697054,-16771626.37037055,20584669.013789106
24/05/2002 12:06:30.015999,-4114118.8876335816,-16753147.264167855,20614473.39205124
24/05/2002 12:07:00.016000,-4040163.473922661,-16734762.225037808,20643897.00706297
24/05/2002 12:07:30.015999,-3966072.549102573,-16716472.09773262,20672939.311883382
24/05/2002 12:08:00.016000,-3891847.54321982,-16698277.719258921,20701599.766346846
24/05/2002 12:08:30.015999,-3817489.891779333,-16680179.918842886,20729877.8370721
24/05/2002 12:09:00.016000,-3743001.0356930387,-16662179.517895838,20757772.99747142
24/05/2002 12:09:30.015999,-3668382.421228593,-16644277.329980189,20785284.727759413
24/05/2002 12:10:00.016000,-3593635.499958626,-16626474.160775524,20812412.51496207
24/05/2002 12:10:30.015999,-3518761.728708892,-16608770.808045162,20839155.852925383
24/05/2002 12:11:00.016000,-3443762.5695062093,-16591168.061603136,20865514.242324114
24/05/2002 12:11:30.015999,-3368639.489527195,-16573666.703281196,20891487.19067033
24/05/2002 12:12:00.016000,-3293393.9610457625,-16556267.506896425,20917074.21232197
24/05/2002 12:12:30.015999,-3218027.4613802987,-16538971.238219168,20942274.828491207
24/05/2002 12:13:00.016000,-3142541.4728420624,-16521778.654941054,20967088.567252718
24/05/2002 12:13:30.015999,-3066937.4826818,-16504690.506643616,20991514.963552
24/05/2002 12:14:00.016000,-2991216.983036672,-16487707.53476721,21015553.559213392
24/05/2002 12:14:30.015999,-2915381.470877501,-16470830.472580057,21039203.9029482
24/05/2002 12:15:00.016000,-2839432.447955449,-16454060.045147892,21062465.550362576
24/05/2002 12:15:30.016999,-2763371.420747731,-16437396.969303863,21085338.063965388
24/05/2002 12:16:00.017000,-2687199.900404939,-16420841.953618623,21107821.01317596
24/05/2002 12:16:30.016999,-2610919.4026963515,-16404395.698371017,21129913.97433176
24/05/2002 12:17:00.017000,-2534531.44795636,-16388058.895518897,21151616.53069592
24/05/2002 12:17:30.016999,-2458037.5610293397,-16371832.228670478,21172928.272464763
24/05/2002 12:18:00.017000,-2381439.2712162337,-16355716.373055784,21193848.79677514
24/05/2002 12:18:30.016999,-2304738.112219414,-16339711.99549871,21214377.70771173
24/05/2002 12:19:00.017000,-2227935.6220873343,-16323819.754389275,21234514.616314236
24/05/2002 12:19:30.016999,-2151033.343160495,-16308040.299656244,21254259.14058448
24/05/2002 12:20:00.017000,-2074032.8220156843,-16292374.272740103,21273610.905493405
24/05/2002 12:20:30.016999,-1996935.6094104603,-16276822.306566466,21292569.542987972
24/05/2002 12:21:00.017000,-1919743.2602281254,-16261385.0255197,21311134.691997994
24/05/2002 12:21:30.016999,-1842457.3334217982,-16246063.04541699,21329305.99844287
24/05/2002 12:22:00.017000,-1765079.3919582074,-16230856.973482775,21347083.115238152
24/05/2002 12:22:30.016999,-1687611.0027623514,-16215767.40832342,21364465.70230214
24/05/2002 12:23:00.017000,-1610053.7366608847,-16200794.939902406,21381453.426562276
24/05/2002 12:23:30.016999,-1532409.1683255371,-16185940.149515783,21398045.961961515
24/05/2002 12:24:00.017000,-1454678.876217148,-16171203.609767962,21414242.989464555
